date,equity,cash,positions_count,cummax,drawdown,daily_return
2025-11-12,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2025-11-13,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2025-11-14,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2025-11-17,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2025-11-18,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2025-11-19,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2025-11-20,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2025-11-21,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2025-11-24,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2025-11-25,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2025-11-26,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2025-11-27,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2025-11-28,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2025-12-01,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2025-12-02,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2025-12-03,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2025-12-04,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2025-12-05,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2025-12-08,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2025-12-09,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2025-12-10,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2025-12-11,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2025-12-12,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2025-12-15,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2025-12-16,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2025-12-17,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2025-12-18,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2025-12-19,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2025-12-22,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2025-12-23,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2025-12-24,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2025-12-25,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2025-12-26,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2025-12-29,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2025-12-30,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2025-12-31,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-01-05,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-01-06,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-01-07,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-01-08,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-01-09,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-01-12,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-01-13,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-01-14,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-01-15,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-01-16,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-01-19,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-01-20,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-01-21,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-01-22,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-01-23,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
2026-01-26,1016170.1540999998,1016170.1540999998,0,1077852.34252,-0.05722693729624251,0.0
