date,value,cash,return,cum_return,rolling_max,drawdown
2024-08-08,1044497.0097971603,50223.80979716015,0.0022763108388734743,0.044497009797158205,1179568.90979716,-0.11450954571465163
2024-08-09,1036960.1097971601,50223.80979716015,-0.00721581768957269,0.036960109797158136,1179568.90979716,-0.12089908339863162
2024-08-12,1039800.00979716,50223.80979716015,0.002738678154702967,0.03980000979715803,1179568.90979716,-0.11849150892255607
2024-08-13,1039351.50979716,50223.80979716015,-0.00043133294457986526,0.03935150979715796,1179568.90979716,-0.11887173257568466
2024-08-14,1028407.4097971602,50223.80979716015,-0.01052973887740416,0.028407409797158056,1179568.90979716,-0.12814978314916226
2024-08-15,1036043.8097971601,50223.80979716015,0.007425461861954252,0.036043809797158044,1179568.90979716,-0.12167589261459985
2024-08-16,1034793.6097971601,50223.80979716015,-0.0012067057282497684,0.034793609797158176,1179568.90979716,-0.1227357713462417
2024-08-19,1033112.50979716,50223.80979716015,-0.0016245751656019936,0.033112509797158074,1179568.90979716,-0.12416095302578356
2024-08-20,1021141.4097971602,50223.80979716015,-0.011587411716029172,0.021141409797158284,1179568.90979716,-0.13430966066004837
2024-08-21,1018226.9097971602,50223.80979716015,-0.002854159053817029,0.01822690979715813,1179568.90979716,-0.1367804785798774
2024-08-22,1009741.8097971601,50223.80979716015,-0.008333211309147548,0.009741809797157996,1179568.90979716,-0.14397386925805253
2024-08-23,1010118.8097971603,50223.80979716015,0.00037336277090083136,0.01011880979715829,1179568.90979716,-0.14365426096991524
2024-08-26,1006520.1097971601,50223.80979716015,-0.0035626502200496457,0.0065201097971581135,1179568.90979716,-0.1467051213055094
2024-08-27,999298.3097971601,50223.80979716015,-0.0071750180942290465,-0.0007016902028419425,1179568.90979716,-0.15282752749985534
2024-08-28,996125.7097971602,50223.80979716015,-0.0031748277455245777,-0.0038742902028418014,1179568.90979716,-0.15551715417079348
2024-08-29,1004109.1097971601,50223.80979716015,0.008014450306302656,0.0041091097971579504,1179568.90979716,-0.14874908836837017
2024-08-30,1022116.4097971602,50223.80979716015,0.017933608832249037,0.02211640979715801,1179568.90979716,-0.13348308750107316
2024-09-02,998553.6097971601,50223.80979716015,-0.023052951478076844,-0.001446390202841985,1179568.90979716,-0.15345885983984386
2024-09-03,1006899.3097971601,50223.80979716015,0.008357788623582607,0.006899309797158137,1179568.90979716,-0.14638364792921876
2024-09-04,1002585.1097971601,50223.80979716015,-0.004284638948525155,0.0025851097971580916,1179568.90979716,-0.15004108579839914
2024-09-05,1006761.4097971602,50223.80979716015,0.004165531643338438,0.006761409797158002,1179568.90979716,-0.14650055504575477
2024-09-06,993042.3097971601,50223.80979716015,-0.013626962522097608,-0.006957690202841982,1179568.90979716,-0.15813115999477742
2024-09-09,986023.7097971602,50223.80979716015,-0.007067775391597864,-0.013976290202841857,1179568.90979716,-0.16408129986511935
2024-09-10,988179.20979716,50223.80979716015,0.0021860529098667314,-0.011820790202842213,1179568.90979716,-0.1622539373582774
2024-09-11,990031.8097971601,50223.80979716015,0.0018747611583331825,-0.00996819020284212,1179568.90979716,-0.16068336357949015
2024-09-12,983242.7097971602,50223.80979716015,-0.006857456430001796,-0.016757290202842,1179568.90979716,-0.16643894084471944
2024-09-13,977514.3097971601,50223.80979716015,-0.005826028449457676,-0.02248569020284208,1179568.90979716,-0.1712952912897182
2024-09-18,976835.6097971601,50223.80979716015,-0.0006943120864806307,-0.023164390202842,1179568.90979716,-0.17187067098509917
2024-09-19,985489.7097971602,50223.80979716015,0.008859320763088485,-0.014510290202841891,1179568.90979716,-0.164534007626035
2024-09-20,979499.1097971601,50223.80979716015,-0.0060788052279441285,-0.02050089020284196,1179568.90979716,-0.16961264266824738
2024-09-23,977553.4097971602,50223.80979716015,-0.0019864234490247767,-0.0224465902028419,1179568.90979716,-0.17126214358662487
2024-09-24,1014662.8097971601,50223.80979716015,0.03796150637712992,0.01466280979715795,1179568.90979716,-0.13980200616541963
2024-09-25,1023534.0097971603,50223.80979716015,0.008743003009811234,0.023534009797157918,1179568.90979716,-0.13228129251629023
2024-09-26,1066531.20979716,50223.80979716015,0.042008569904307125,0.06653120979715754,1179568.90979716,-0.09582967053568583
