date,value,return,cum_return,rolling_max,drawdown
2026-01-05,1000000.0,,,1000000.0,0.0
2026-01-06,1000000.0,0.0,0.0,1000000.0,0.0
2026-01-07,1000000.0,0.0,0.0,1000000.0,0.0
2026-01-08,1000000.0,0.0,0.0,1000000.0,0.0
2026-01-09,1000000.0,0.0,0.0,1000000.0,0.0
2026-01-12,1000000.0,0.0,0.0,1000000.0,0.0
2026-01-13,1000000.0,0.0,0.0,1000000.0,0.0
2026-01-14,1000000.0,0.0,0.0,1000000.0,0.0
2026-01-15,1000000.0,0.0,0.0,1000000.0,0.0
2026-01-16,1000000.0,0.0,0.0,1000000.0,0.0
2026-01-19,1000000.0,0.0,0.0,1000000.0,0.0
2026-01-20,1000000.0,0.0,0.0,1000000.0,0.0
2026-01-21,1000000.0,0.0,0.0,1000000.0,0.0
2026-01-22,1000000.0,0.0,0.0,1000000.0,0.0
2026-01-23,1000000.0,0.0,0.0,1000000.0,0.0
2026-01-26,1000000.0,0.0,0.0,1000000.0,0.0
2026-01-27,1000000.0,0.0,0.0,1000000.0,0.0
2026-01-28,1000000.0,0.0,0.0,1000000.0,0.0
2026-01-29,1000000.0,0.0,0.0,1000000.0,0.0
2026-01-30,1000000.0,0.0,0.0,1000000.0,0.0
2026-02-02,1000000.0,0.0,0.0,1000000.0,0.0
2026-02-03,1015523.6501000804,0.015523650100080388,0.015523650100080388,1015523.6501000804,0.0
2026-02-04,1012985.1301000804,-0.0024997152944196133,0.012985130100080289,1015523.6501000804,-0.002499715294419629
2026-02-05,1005590.7231000804,-0.00729962047840671,0.0055907231000802415,1015523.6501000804,-0.009781088799872982
2026-02-06,1000418.0741000804,-0.005143890930152439,0.0004180741000803234,1015523.6501000804,-0.014874666876060778
2026-02-09,1018996.9481000804,0.01857110989994104,0.018996948100080235,1018996.9481000804,0.0
2026-02-10,1023965.6971000804,0.004876117646146261,0.02396569710008012,1023965.6971000804,0.0
2026-02-11,1018812.6641000804,-0.005032427369973114,0.01881266410008009,1023965.6971000804,-0.005032427369973124
2026-02-12,1025685.3801000804,0.0067458093545300635,0.025685380100080035,1025685.3801000804,0.0
2026-02-13,1015492.0591000804,-0.009938058197734412,0.015492059100080002,1025685.3801000804,-0.009938058197734467
2026-02-24,1021727.3331000805,0.006140150426706237,0.021727333100080237,1025685.3801000804,-0.0038589289433117405
2026-02-25,1028787.1081000804,0.006909646802321978,0.028787108100080117,1028787.1081000804,0.0
2026-02-26,1033064.3051000804,0.004157514189596423,0.03306430510008007,1033064.3051000804,0.0
2026-02-27,1031367.6071000805,-0.0016423934034150989,0.03136760710008013,1033064.3051000804,-0.0016423934034150984
2026-03-02,1021393.0631000805,-0.009671182157878322,0.021393063100080267,1033064.3051000804,-0.011297691675514131
2026-03-03,991952.2481000804,-0.028824177550846874,-0.008047751899919797,1033064.3051000804,-0.03979622255559126
2026-03-04,982165.2351000805,-0.009866415463794076,-0.017834764899919753,1033064.3051000804,-0.04926999195376225
2026-03-05,993379.7641000804,0.011418169366234077,-0.006620235899919891,1033064.3051000804,-0.03841439570032918
2026-03-06,1000926.0821000803,0.007596609345909444,0.0009260821000800501,1033064.3051000804,-0.03110960551181434
2026-03-09,989135.6861000804,-0.011779487227730256,-0.01086431389991993,1033064.3051000804,-0.04252263753875842
2026-03-10,1007382.9921000805,0.018447727906719003,0.007382992100080088,1033064.3051000804,-0.02485935567923047
2026-03-11,1004629.2021000804,-0.0027336077952430093,0.004629202100079999,1033064.3051000804,-0.027525007746004047
2026-03-12,997621.7821000804,-0.006975130710267785,-0.0023782178999200987,1033064.3051000804,-0.03430814792944227
2026-03-13,991284.8631000804,-0.00635202550074665,-0.008715136899920095,1033064.3051000804,-0.04044224719965769
2026-03-16,995118.9661000804,0.003867811506784724,-0.0048810338999201175,1033064.3051000804,-0.036730858681952035
